ko_id	CR18_ER180415_F	CR18_ER180415_S	CR18_LE180416_F	CR18_LE180416_S	CR18_XF180416_F	CR18_XF180416_S	CR18_LW180405_F	CR18_LW180405_S
K02014	0.0040144145489851	0.0036532713384257	0.0046822371099677	0.002300016911889	0.0060887770585636	0.0021165644171779	0.0017467248908296	0.0016226698856215
K02015	0.0004107773026868	0.0004343049842883	0.0004626716511825	0.0004397091155082	0.0005378099610087	0.0004294478527607	0.0001746724890829	0.0002374638857007
K02016	0.0003734339115335	0.0003065682242035	0.0003516304548987	0.0002705902249281	0.000422564969364	0.0003067484662576	0.0005240174672489	0.0002770411999841
K02017	0.0004107773026868	0.0004598523363053	0.0004441647851352	0.0006088280060882	0.000422564969364	0.0006748466257668	0.0005240174672489	0.0006728143428186
K02018	0.0002427320424967	0.0003321155762205	0.0001665617944257	0.000202942668696	0.000211282484682	0.0001840490797546	0.0	0.0001187319428503
K02019	9.335847788337658e-05	0.0001021894080678	3.70137320946071e-05	0.000101471334348	5.7622495822369054e-05	0.0	0.0	3.957731428345273e-05
K02020	0.00016804526019	0.0002043788161357	0.000185068660473	0.00016911889058	0.0002304899832894	0.0002147239263803	0.0005240174672489	0.0001583092571338
K02021	1.867169557667532e-05	7.664205605089033e-05	7.40274641892142e-05	6.764755623203111e-05	1.920749860745636e-05	0.000122699386503	0.0	0.0001187319428503
K02022	0.0	0.0001021894080678	0.0	0.0	1.920749860745636e-05	0.0	0.0	0.0
K02024	0.0	0.0	3.70137320946071e-05	0.0	3.841499721491271e-05	0.0	0.0	0.0
K02025	0.0009709281699871	0.000664231152441	0.0004071510530406	0.0005411804498562	0.0006146399554386	0.0007055214723926	0.0	0.0006332370285352
K02026	0.0009335847788337	0.000689778504458	0.0006477403116556	0.0005411804498562	0.0007298849470833	0.0007668711656441	0.0	0.0005145050856848
K02027	0.0013817054726739	0.0009707993766446	0.0007217677758448	0.0006088280060882	0.001094827420625	0.0007668711656441	0.0003493449781659	0.0004353504571179
K02028	0.0006348376496069	0.0006131364484071	0.0004811785172298	0.0006426517842042	0.0008259224401206	0.0007055214723926	0.0012227074235807	0.0006728143428186
K02029	0.000858897996527	0.0005364943923562	0.000610726579561	0.0004735328936242	0.0009603749303728	0.0004907975460122	0.0012227074235807	0.0005145050856848
K02030	0.0008775696921037	0.0004598523363053	0.0008883295702705	0.0004058853373921	0.0007682999442982	0.0004601226993865	0.0001746724890829	0.0004749277714014
K02031	0.0034542636816849	0.0025802825537133	0.0021467964614872	0.0026044309149331	0.0030924072758004	0.0026380368098159	0.0031441048034934	0.0031266078283927
K02032	0.0012323319080605	0.0010218940806785	0.0007772883739867	0.0011500084559445	0.0008067149415131	0.0011349693251533	0.0015720524017467	0.0017809791427553
K02033	0.0024273204249677	0.0017627672891704	0.0012769737572639	0.0017588364620328	0.0018055048691008	0.0015950920245398	0.0013973799126637	0.0017809791427553
K02034	0.0017738110797841	0.0019160514012722	0.0016656179442573	0.0018603077963808	0.0020936173482127	0.0015030674846625	0.0006986899563318	0.0019392883998891
K02035	0.0032115316391881	0.0026058299057302	0.0021282895954399	0.0016911889058007	0.0031308222730153	0.0020858895705521	0.0010480349344978	0.0020580203427395
K02036	0.0005788225628769	0.0007153258564749	0.0004071510530406	0.0003382377811601	0.0005186024624013	0.0007055214723926	0.0010480349344978	0.0010685874856532
K02037	0.0005601508673002	0.0007408732084919	0.0007587815079394	0.0005750042279722	0.0006914699498684	0.0005521472392638	0.0001746724890829	0.0008707009142359
K02038	0.0006161659540302	0.000664231152441	0.0005181922493244	0.0005073566717402	0.0005186024624013	0.0006134969325153	0.0005240174672489	0.0004749277714014
K02039	0.0002987471292268	0.0002810208721865	0.0003516304548987	0.0003044140030441	0.0002881124791118	0.0002147239263803	0.0001746724890829	0.0001978865714172
K02040	0.0006535093451836	0.0007919679125258	0.0005181922493244	0.0003720615592761	0.0006146399554386	0.0005521472392638	0.0008733624454148	0.0004749277714014
K02041	0.0002427320424967	0.0002554735201696	0.0002405892586149	0.00016911889058	0.0002689049805043	0.0001840490797546	0.0003493449781659	0.0001978865714172
K02042	0.0002800754336501	0.0002299261681526	0.0002776029907095	0.000135295112464	0.0004417724679714	0.0002147239263803	0.0001746724890829	0.0001187319428503
K02043	0.0001307018690367	2.554735201696344e-05	1.850686604730355e-05	3.3823778116015554e-05	3.841499721491271e-05	0.0	0.0001746724890829	3.957731428345273e-05
K02044	0.0001493735646134	5.109470403392688e-05	0.0002776029907095	0.00016911889058	0.0002881124791118	9.20245398773006e-05	0.0	7.915462856690546e-05
K02045	0.0002427320424967	0.0001532841121017	0.0002590961246622	0.000135295112464	0.0001920749860745	0.0002147239263803	0.0001746724890829	0.0002770411999841
K02046	0.0003547622159568	0.0001788314641187	0.0002220823925676	0.0002705902249281	0.0001536599888596	0.0002453987730061	0.0001746724890829	0.0001583092571338
K02047	0.0002614037380734	0.0003832102802544	0.0001110411962838	0.00016911889058	0.0001728674874671	0.0001840490797546	0.0001746724890829	0.000356195828551
